"publ_id";"cite_key"
152215;"journals/tods/NievergeltHS84"
152215;"journals/tse/Bentley79"
152219;"conf/ssdbm/CushingMRDF92"
152229;"conf/icdt/Abiteboul97"
152229;"conf/icdt/AbiteboulCM97"
152229;"conf/ipsj/ChawatheGHPUW94"
152229;"conf/ride/CareyHSACFFLNPTWW95"
152229;"conf/sigmod/BunemanDHS96"
152229;"conf/sigmod/CluetDSS98"
152229;"conf/vldb/LevyRO96"
152229;"conf/vldb/MiloZ98"
152231;"conf/dpds/PiraheshMCLS90"
152231;"conf/edbt/MohanHWC90"
152231;"conf/icde/SwamiI93"
152231;"conf/pdis/DeWittNB93"
152231;"conf/sigmod/DerrMP93"
152231;"conf/sigmod/GanskiW87"
152231;"conf/sigmod/GraefeD87"
152231;"conf/sigmod/Mohan93"
152231;"conf/sigmod/SelingerACLP79"
152231;"journals/cacm/ChamberlinABGKLLMPPSSSTWY81"
152231;"journals/cacm/Stonebraker81"
152231;"journals/csur/Graefe93"
152231;"journals/sigmod/ScholermanMTTZ93"
152231;"journals/sigmod/Stonebraker89"
152231;"journals/tods/BittonBDW83"
152231;"journals/tods/Kim82"
152231;"phd/Kooi80"
152238;"conf/icde/RobinsonF94"
152238;"conf/sigmod/Mohan93"
152238;"conf/sigmod/MohanN92"
152238;"journals/csur/SockutG79"
152243;"books/aw/kimL89/BretlMOPSSWW89"
152243;"books/mk/bancilhonDK92/Zicari92"
152243;"books/mk/Cattell97"
152243;"conf/cikm/ClaypoolJR98"
152243;"conf/icde/DavidsonK97"
152243;"conf/sigmod/BanerjeeKKK87"
152243;"conf/sigmod/RundensteinerCLCZNJLW99"
152243;"conf/widm/ClaypoolRCK98"
152243;"journals/computer/Meyer92"
152244;"journals/cacm/NingEK94"
152244;"journals/csur/Heiler95"
152244;"journals/sigmod/VentroneH91"
152253;"conf/aaai/Dalal92"
152253;"conf/adbt/HenschenMN82"
152253;"conf/adbt/Paige82"
152253;"conf/icde/Qian88"
152253;"conf/sigmod/GuptaW93"
152253;"conf/sigmod/HsuI85"
152253;"conf/sigmod/StempleMS87"
152253;"conf/vldb/BernsteinBC80"
152253;"journals/acta/Nicolas82"
152253;"journals/cacm/Hoare69"
152253;"journals/ipl/Qian90"
152253;"journals/jacm/McCuneH89"
152267;"books/mk/Cattell96"
152267;"conf/cikm/LiuP95"
152267;"conf/icdcs/TomasicRV96"
152267;"conf/icde/PapakonstantinouGW95"
152267;"conf/icde/Qian96"
152267;"conf/pdis/PapakonstantinouGH96"
152267;"conf/ride/CareyHSACFFLNPTWW95"
152267;"conf/sigmod/AdaliCPS96"
152267;"conf/sigmod/ChaudhuriG96"
152267;"conf/sigmod/HellersteinS93"
152267;"conf/sigmod/Lohman88"
152267;"conf/sigmod/SelingerACLP79"
152267;"conf/vldb/HaasKWY97"
152275;"books/mk/GrayR93"
152318;"books/cu/MotwaniR95"
152318;"conf/icdt/NaughtonS90"
152318;"conf/pods/HaasNS94"
152318;"conf/sigmod/AcharyaGPR99a"
152318;"conf/sigmod/ChaudhuriMN98"
152318;"conf/sigmod/ChaudhuriMN99"
152318;"conf/sigmod/GangulyGMS96"
152318;"conf/sigmod/HellersteinHW97"
152318;"conf/sigmod/HouOD91"
152318;"conf/sigmod/Piatetsky-ShapiroC84"
152318;"conf/vldb/HaasNSS95"
152318;"conf/vldb/OlkenR86"
152318;"journals/tcs/LiptonNSS93"
152318;"phd/Olken93"
152344;"conf/lics/KiferW91"
152344;"conf/mfcs/Pawlak73"
152344;"conf/pods/ChenW89"
152344;"conf/pods/KiferW89"
152344;"conf/pods/KuperV84"
152344;"conf/sigmod/KiferL89"
152344;"journals/jacm/KiferLW95"
152344;"journals/jcss/KiferW93"
152344;"journals/tcs/MarekP76"
152347;"conf/dl/BohmAN94"
152347;"conf/dood/AtkinsonBDDMZ89"
152347;"conf/edbt/CroftT92"
152347;"conf/icde/VolzAB96"
152347;"conf/sigir/Callan94"
152347;"conf/sigir/CroftST92"
152347;"conf/sigir/HearstP93"
152347;"conf/sigir/SaltonAB93"
152347;"journals/cj/HarperW92"
152347;"journals/epodd/AbererBH93"
152347;"journals/epodd/SullowGOPR93"
152347;"journals/ipm/DunlopR93"
152347;"journals/jucs/AndrewsKM95"
152357;"conf/hpts/ONeil87"
152357;"conf/icde/GrayBLP96"
152357;"conf/icde/GuptaHRU97"
152357;"conf/pdis/ColbyMW94"
152357;"conf/sigmod/HarinarayanRU96"
152357;"journals/cacm/Lum70"
152359;"conf/vldb/LakshmiZ98"
152364;"books/cs/Ullman89"
152364;"conf/adbt/Paige82"
152364;"conf/adc/MumickS93"
152364;"conf/coopis/ZhouHKF95"
152364;"conf/dbpl/DongLW95"
152364;"conf/deductive/GuptaKM92"
152364;"conf/deductive/HarrisonD92"
152364;"conf/dood/Kuchenhoff91"
152364;"conf/edbt/GuptaJM96"
152364;"conf/icde/ChaudhuriKPS95"
152364;"conf/icde/MitschangPPLS93"
152364;"conf/icdt/DongT92"
152364;"conf/ifip/NicolasY83"
152364;"conf/lpar/BryMM91"
152364;"conf/pods/Elkan90"
152364;"conf/pods/GuptaSUW94"
152364;"conf/pods/JagadishMS95"
152364;"conf/pods/LevyMSS95"
152364;"conf/pods/MumickS94"
152364;"conf/pods/PatnaikI94"
152364;"conf/pods/RajaramanSU95"
152364;"conf/sigmod/BernsteinB82"
152364;"conf/sigmod/BlakeleyLT86"
152364;"conf/sigmod/GriffinL95"
152364;"conf/sigmod/GuptaMR95"
152364;"conf/sigmod/GuptaMS93"
152364;"conf/sigmod/LuMSS95"
